Program,Project Number,Project Title,Project Description,Area Primary,Area Secondary,Discipline Primary,Discipline Secondary,Round,Approval Date,Lead Research Institution,City,Ontario Commitment,Total Project Costs,Keyword,EXPENDITURE_TYPE,Salutation,First_Name,Middle_Name,Last_Name,OIA_AREA
Ontario Research Fund - Research Infrastructure,CIIF-34385,Centre for Industrial Material Development (CIMD),"Through this ORF request, Lambton College will increase its advanced material research capacity by establishing the “Centre for Industrial Material Development (CIMD)” to become a regional and provincial hub for industrial material and biomaterial development projects.",7.2,7.14,11100,13200,College Industry Innovation Fund - Round 003 - Stream 1,26-Feb-16,Lambton College of Applied Arts and Technology,Sarnia,"$739,502","$3,353,051","Food processing innovation & technology, equipment manufacturing, food safety & authenticity",Capital,Dr.,Mehdi,,Sheikhzadeh,Not Applicable
Ontario Research Fund - Research Infrastructure,CIIF-34514,Food Innovation & Technology,"Our initiative is strategically designed to strengthen Conestoga’s applied research capacity to serve  Ontario’s multi-billion dollar Food and Beverage Processing sector with a specific focus on Automation in Food Processing and Packaging, and Food Safety in Processing and Packaging Technology.",7.10,7.2,15000,10800,College Industry Innovation Fund - Round 003 - Stream 1,26-Feb-16,Conestoga College Institute of Technology and Advanced Learning,Kitchener,"$540,000","$2,214,020","Product Development, Process Validation, Sensory Evaluation, Product Optimization, Recipe Standardization, Shelf-Life, Regulatory Compliance, Beverage Formulation, Food Safety, Packaging Material Evaluation",Capital,Dr.,Gregory,,Robertson,Not Applicable
Ontario Research Fund - Research Infrastructure,CIIF-34541,Supporting Food and Beverage SME Product Innovation: GBC Food Science and Culinary Arts Applied Research Infrastructure,"ORF investment in expanding GBC’s Food Innovation and Research Studio will enable Toronto’s 20,000+ food and beverage industry SMEs to overcome multiple technical challenges currently preventing products from moving speedily, and successfully, to national and international markets.",7.10,4.5,15000,99999,College Industry Innovation Fund - Round 003 - Stream 1,25-Feb-16,George Brown College of Applied Arts and Technology,Toronto,"$650,415","$2,927,279","Material Design, Novel Synthetic Materials, Bio-Material, Material Characterization, Material Processing, Membrane Development, Nano-composite & Nano-Engineered Material, Extrusion, Particle Analysis, Recyclable Material",Capital,Dr.,Dawn,,Davidson,Not Applicable
Ontario Research Fund - Research Infrastructure,CIIF-34286,Building Information Modelling Research Initiative,"George Brown College (GBC) is committed to becoming the leading institution in Canada for BIM applied research, innovation and training. GBC will support SMEs in adopting BIM approaches and adapting BIM tools into their business models. The proposed initiative will actively transfer BIM technology and processes Ontario's construction sector SMEs, increasing SME productivity and efficiency throughout the whole building to Ontario's construction sector SMEs, increasing SME productivity and efficiency throughout the whole building lifecycle. GBC will provide training to recent graduates as well as to seasoned industry professionals so that they can facilitate BIM implementation in the workforce. This initiative will enable GBC to take a leadership role and partner with industry to address the BIM innovation gap and catalyze economic development in the construction sector in Ontario.",2.2,7.14,10001,99999,College Industry Innovation Fund - Round 003 - Stream 2,8-Oct-15,George Brown College of Applied Arts and Technology,Toronto,"$1,000,000","$2,508,729","Additive manufacturing, e-manufacturing, product innovation, re-engineering, biomedical devices, aerospace parts, raid prototyping",Capital,Dr.,Dawn,,Davidson,Not Applicable
Ontario Research Fund - Research Infrastructure,35285,Development and Application of Synthetic Biology Devices for Human Health,"The Pardee lab is merging cell-free synthetic biology with engineered materials and electronics to create new programmable diagnostics, a portable therapeutics manufacturing platform, and advanced research tools. These low-cost devices hold great potential for research, medicine, agriculture, industry, environmental monitoring, and education.",4.3,4,11000,15200,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,University of Toronto,Toronto,"$160,000","$735,158",,Capital,Dr.,Keith,,Pardee,Advanced health technologies
Ontario Research Fund - Research Infrastructure,35163,Epigenetic Regulation of Learning and Memory,The field of neuroepigenetics seeks to understand how cells interpret the genetic information to mediate neuronal development and function. This research program focuses on understanding the neurobiology of two key epigenetic regulatory complexes that are important factors in the etiology of Intellectual Disability.,10,4.9,14400,41000,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,The University of Western Ontario,London,"$193,280","$869,759",,Capital,Dr.,Jamie,Martin,Kramer,Not Applicable
Ontario Research Fund - Research Infrastructure,35460,Understanding Cardiovascular Response and Influence to Physical Exercise,This project aims to understand the reactive and adaptive human response to physical stressors. The research focus is on the human vasculature and how changing vascular stimuli and blood flow can alter the vasculature itself as well as adaptive responses of downstream targets like skeletal muscle.,4.1,4.2,40001,41200,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,University of Guelph,Guelph,"$102,940","$468,651",,Capital,Dr.,Jamie,,Burr,Advanced health technologies
Ontario Research Fund - Research Infrastructure,35455,Integrated Lab for the Development of Catalysts for Sustainable Synthesis,"The requested infrastructure will support cutting-edge research in catalyst design, testing, and mechanisms to improve the sustainability of the fine chemical industries, such as pharmaceuticals. The proposed catalysts have the capacity to reduce the number of required synthetic steps, reducing both monetary costs and generated waste.",7.2,7.4,13000,99999,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,The University of Western Ontario,London,"$200,000","$900,000",,Capital,Dr.,Johanna,,Blacquiere,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,35374,"Diagnosis of Squamous Cell Carcinoma through Combined Mass Spectrometry Imaging, Metabolomics and Multivariate Analysis",This project will develop and apply new analytical techniques based on mass spectrometry to identify and monitor biomolecules associated with cancer. The project will initiate with squamous-cell carcinoma patient samples since it has high clinical relevance; 30 percent of the head and neck region cancers occur in the oral cavity.,4.1,4.9,40200,12900,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,York University,Toronto,"$150,000","$675,000",,Capital,Dr.,Demian,,Ifa,Advanced health technologies
Ontario Research Fund - Research Infrastructure,35354,Molecular Imaging Probe Discovery Laboratory,"Molecular imaging probes are used to diagnose, monitor and guide treatments for diseases such as cancer. The equipment requested will enable probe development efforts that will result in earlier disease detection, more accurate diagnosis, tailored treatments, and commercialization opportunities in Ontario.",4.3,N/A,40900,42800,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,McMaster University,Hamilton,"$400,000","$1,805,056",,Capital,Dr.,John,,Valliant,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,35353,Deep Learning Facilities,"A theory of big data will be developed using a GPU (Graphics Processing Unit) cluster to train neural networks to approximate semantic distance and bioinformatics deep learning involving proteomics data. The system will have applications to a Question Answering system, as well as systems in bioinformatics.",7.6.3,8.2,11800,11900,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,University of Waterloo,Waterloo,"$120,000","$542,147",,Capital,Dr.,Ming,,Li,Pharmaceutical research and manufacturing
Ontario Research Fund - Research Infrastructure,35346,Role of Intestinal Microbiota in Food Sensitivity,"The primary objective of the proposed research is to characterize the role of human intestinal microbiota in the digestion of food proteins, such as gluten, that cause inflammation and sensitivities to humans. Their increasing prevalence requires identification of preventative and therapeutic strategies.",4.5,N/A,14600,40600,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,McMaster University,Hamilton,"$176,145","$796,799",,Capital,Dr.,Elena,,Verdu,Not Applicable
Ontario Research Fund - Research Infrastructure,35340,Laboratory for Mechanistic Studies of Myeloid-Driven Immune Suppression,"The proposed research seeks to improve our understanding of the mechanisms used by the immune system to identify targets, which will have applications in the treatment of autoimmune disease as well as cancer immunotherapies.",4.1,4.9,42700,40700,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,University Health Network,Toronto,"$398,219","$1,791,985",,Capital,Dr.,Tracy,,McGaha,Advanced health technologies
Ontario Research Fund - Research Infrastructure,35333,Computing Infrastructure to support the Canada Research Chair in Environmental Modelling and Analysis,"High performance computing resources will be used to identify novel methods for improving the reliability of environmental models. The resultant models will help decision makers to make informed decisions about Canada’s water and energy resources, protecting the environment and public health.",1.4,3.5,13900,10100,Small Infrastructure Fund - Round 037 - 2016 - June,3-Oct-16,University of Waterloo,Waterloo,"$50,000","$287,400",,Capital,Dr.,James,R.,Craig,Not Applicable
